م. رف,م. مجموعة,م. التصنيف,التصنيف,اسم الكتاب,الجزء,السلسلة,لقب المؤلف,اسم المؤلف,لقب المترجم,اسم المترجم,الناشر,سنة النشر,الطبعة,الرقم العام,الرقم الخاص,تصنيف الكتاب
7,2,28,ب,مقالات في الكتاب المقدس 4,7,المباحث المتصلة بالكتاب المقدس,اسقف,الأنبا اغريغوريوس,,,أسقفية الدراسات العليا اللاهوتية,1991,,3968,226,مقدمة و دراسات في الكتاب المقدس
7,2,1,ج,دليل الكتاب المقدس,,,,مطرانية ملوي,,,,1983,,567,220,مقدمة و دراسات في الكتاب المقدس
7,2,2,ج,شجرة الحياة,,,الدكتور,راغب عبد النور,,,مكتبة المحبة,1975,,13244,220,مقدمة و دراسات في الكتاب المقدس
7,2,3,ج,بستان السباعيات,,,القمص,رويس الأنطوني,,,,1998,1,13179,271,مقدمة و دراسات في الكتاب المقدس
7,2,4,ج,القديسون في الكتاب المقدس,,,,أبناء البابا كيرلس السادس,,,أبناء البابا كيرلس السادس,,,3793,235,مقدمة و دراسات في الكتاب المقدس
7,2,5,ج,ضرورة الكتاب المقدس في حياتنا,,,,يوسف عدلي,,,مكتبة اسقفية الشباب,1985,1,3281,220,مقدمة و دراسات في الكتاب المقدس
7,2,6,ج,أضواء بين العهد القديم و الجديد,,,,"يوسف حبيب ، مليكة حبيب يوسف",,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,4872,220,مقدمة و دراسات في الكتاب المقدس
7,2,7,ج,الكتاب المقدس والانسان المعاصر,,,اسقف,الأنبا موسى,,,مكتبة اسقفية الشباب,2008,1,10004,233,مقدمة و دراسات في الكتاب المقدس
7,2,8,ج,500 سؤال و جواب في أسفار الكتاب المقدس ,,,,ماري كامل,,,,1986,,13180,278,مقدمة و دراسات في الكتاب المقدس
7,2,9,ج,صغار الكتاب المقدس,,,,ميلاد زكي بطرس,,,مكتبة المحبة,1974,,13181,271,مقدمة و دراسات في الكتاب المقدس
7,2,10,ج,وحدة الكتاب المقدس,,,اسقف,الأنبا اثناسيوس,,,مطرانية بني سويف,1992,,13182,271,مقدمة و دراسات في الكتاب المقدس
7,2,11,ج,الكتاب المقدس,,,البطريرك,البابا شنودة الثالث,,,كنيسة رئيس الملائكة ميخائيل بدمنهور,,,13183,278,مقدمة و دراسات في الكتاب المقدس
7,2,12,ج,خطورة استخدام الآية الواحدة,,,البطريرك,البابا شنودة الثالث,,,,1979,3,13184,278,مقدمة و دراسات في الكتاب المقدس
7,2,13,ج,الأعجاز في الكتاب المقدس - مجموعة الأعداد والأرقام,,,القس,مرقس عزيز خليل,,,كنيسة السيدة العذراء والشهيدة دميانة المعلقة,,,13185,278,مقدمة و دراسات في الكتاب المقدس
7,2,14,ج,بستان الثلاثيات,,,الراهب القمص,رويس الأنطوني,,,دير الشهيد مارمينا العجائبي بمريوط,1999,,16137,220,مقدمة و دراسات في الكتاب المقدس
8,1,1,أ,الخلفية الحضارية للكتاب المقدس  - العهد القديم - أسفار الشريعة ج1,1,,,"جون هـ. والتون
فيكتور هـ. ماثيوز
مارك و. تشافالاز",,هدى بهيج,دار الثقافة,2012,,15402,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,2,أ,الخلفية الحضارية للكتاب المقدس  - العهد القديم - الأسفار التاريخية ج2,2,,,"جون هـ. والتون
فيكتور هـ. ماثيوز
مارك و. تشافالاز",دكتور,فنيس نيقولا,دار الثقافة,2013,,15403,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,3,أ,الخلفية الحضارية للكتاب المقدس  - العهد القديم - الأسفار الشعرية - الحكمة - الأنبياء ج3,3,,,"جون هـ. والتون
فيكتور هـ. ماثيوز
مارك و. تشافالاز",دكتور,فنيس نيقولا,دار الثقافة,2020,,15404,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,4,أ,الخلفية الحضارية للكتاب المقدس  - العهد الجديد  ج1,1,,,كريج س. كينر,,,دار الثقافة,2003,,15405,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,5,أ,الخلفية الحضارية للكتاب المقدس  - العهد الجديد  ج2,2,,,كريج س. كينر,,,دار الثقافة,2004,,15406,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,6,أ,الخلفية الحضارية للكتاب المقدس  - العهد الجديد  ج3,3,,,كريج س. كينر,,,دار الثقافة,2006,,15407,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,7,أ,مدخل العهد القديم,,,,جون درين,القس,وائل حداد,دار الثقافة,2019,,15408,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,8,أ,مدخل العهد الجديد,,,,جون درين,"دكتور
دكتور","إيهاب جوزيف
فنيس نقولا",دار الثقافة,2015,,15409,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,9,أ,صور عن الحياة الاجتماعية اليهودية في أيام المسيح,,,,ألفريد ايديرشيم,,,كنيسة السيدة العذراء بمحرم بك,2004,1,15455,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,10,أ,دليل إلى قراءة الكتاب المقدس,,,الأب,اسطفان شربنتييه,الأب,صبحي حموي اليسوعي,دار المشرق,1986,2,1788,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,11,أ,على عتبة الكتاب المقدس,,,الأب,جورج سابا,,,منشورات المكتبة البولسية,1987,1,5259,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,12,أ,مدخل الى الكتاب المقدس,,,,مجموعة مؤلفين,,نجيب إلياس,دار الثقافة,1993,1,554,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,13,أ,ثقتي في الكتاب المقدس,,,,جوش ماكدويل,القس,منيس عبدالنور,كنيسة قصر الدوبارة الانجيلية,,,13205,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,14,أ,القصد الإلهي,,,,سوزان ري ديتريج,البطريرك,إغناطيوس الرابع,منشورات النور,,2,13546,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,15,أ,الكلمة الحية,,,الدكتور,"إدوين د.رولز ، وشيسترم.سكبر",القس,سامي حنا غبريال,,,,13170,271,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,16,أ,مقدمات الأسفار لجميع الأعمار,,,,هنريتا ميرز,,,مطبوعات إيجلز,1997,,5247,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,17,أ,كل المعجزات في الكتاب المقدس,,,,هربرت لوكير,,إدوارد وديع عبدالمسيح,دار الثقافة,2002,2,8001,231,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,18,أ,كل الصلوات في الكتاب المقدس,,,,هربرت لوكير,,بهيج يوسف,دار الثقافة,1996,1,7869,264,مقدمات ودراسات في الكتاب المقدس غير قبطي
8,1,19,أ,اكتشاف الكتاب المقدس قيامة المسيح في سيناء,,,,جيمس بنتلي,,آسيا محمد الطريحي,سينا للنشر,1995,1,2593,90,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,1,ب,متاهات التفسير في ضوء الكتاب المقدس,,,القس,صموئيل مشرقي,,,,,,13548,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,2,ب,مدخل الى الكتاب المقدس,,,,رهبنة دير مارجرجس الحرف,,,منشورات النور,1978,,555,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,3,ب,الموسوعة الكتابية,1,,القس,لبيب مشرقي,,,دار الثقافة,1970,1,13549,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,4,ب,القصد الإلهي,,,,سوزان ري ديتريج,البطريرك,إغناطيوس الرابع,بيت التكريس لخدمة الكرازة,1982,1,13547,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,5,ب,وعود الله في الكتاب المقدس,,,,,,,مكتبة المنار,2002,1,13553,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,6,ب,الجواب أسئلة هامة عن الكتاب المقدس,1,,القس,سامي حنا غبريال,,,جمعية الخدمة المسيحية بالمنيا,,,13550,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,7,ب,الكتاب المقدس وحياتنا الشخصية,,,,مجموعة مؤلفين,,,منشورات النور,1983,,5346,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,8,ب,الكتاب المقدس اليوم,,,الدكتور,نيلز,,حبيب سعيد,دار التأليف والنشر للكنيسة الأسقفية,,,4890,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,1,ج,تفسير كلمات الكتاب المقدس,,,,سعيد مرقس ابراهيم,,,,1995,2,1761,269,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,1,2,ج,مدخل الى الكتاب المقدس,,,,رهبنة دير مارجرجس الحرف,,,,1980,,13551,220,مقدمات ودراسات في الكتاب المقدس غير قبطي
9,2,1,أ,من السقوط إلى الصعود,1,,القمص,عبدالمسيح ميخائيل,,,كنيسة السيدة العذراء ورئيس الملائكة ميخائيل بشبرا,,,14476,232,تدبير الخلاص في الكتاب المقدس
9,2,2,أ,أطلس مسيرة بشرى الخلاص,,,,عدلي اسكندر مرقص,,,,1991,1,13187,225,تدبير الخلاص في الكتاب المقدس
9,2,3,أ,أطلس مسيرة بشرى الخلاص,,,,عدلي اسكندر مرقص,,,,1991,1,558,225,تدبير الخلاص في الكتاب المقدس
9,2,1,ب,تدبير الخلاص,,,القس,انجيلوس جرجس,,,سيليكون بريس,1996,,4537,232,تدبير الخلاص في الكتاب المقدس
9,2,2,ب,الخلاص الثمين,,,,احد رهبان برية القديس مقاريوس,,,دار مجلة مرقس,1998,1,13168,234,تدبير الخلاص في الكتاب المقدس
9,2,3,ب,الخلاص الثمين,,,,احد رهبان برية القديس مقاريوس,,,دار مجلة مرقس,1998,1,6504,234,تدبير الخلاص في الكتاب المقدس
9,2,4,ب,قصة الانسان حول الخطية و الخلاص,,,الأب,متى المسكين,,,دير القديس انبا مقار,1992,2,4578,233,تدبير الخلاص في الكتاب المقدس
9,2,5,ب,تدبير الخلاص بحسب تعاليم القديس أثناسيوس الرسولي,,,,رهبان دير القديس أنبا مقاريوس,,,دار مجلة مرقس,1994,1,3084,252,تدبير الخلاص في الكتاب المقدس
9,2,1,ج,الخلاص في مفهومه الكتابي و التطبيقي,,,القس,صموئيل حبيب,,,دار الثقافة,,,13196,252,تدبير الخلاص في الكتاب المقدس
10,1,1,أ,بيان الحق في صحة الانجيل,,,,,,,,,,9757,230,استحالة تحريف الكتاب المقدس
10,1,2,أ,عصمة الكتاب المقدس,,,,يسى منصور,,,,1964,2,12876,226,استحالة تحريف الكتاب المقدس
10,1,3,أ,استحالة تحريف الكتاب المقدس,,,القمص,مرقس عزيز خليل,,,كنيسة السيدة العذراء والشهيدة دميانة المعلقة,2003,3,13203,239,استحالة تحريف الكتاب المقدس
10,1,4,أ,مخطوطات الكتاب المقدس بلغاته الأصلية,,,الشماس الدكتور,إميل ماهر اسحق,,,,1997,1,6313,220,استحالة تحريف الكتاب المقدس
10,1,5,أ,الكتاب المقدس و العقيدة مع عرض ومناقشة مدارس التشكيك,,,الدكتور,وهيب جورجي  كامل,,,,1996,1,5414,232,استحالة تحريف الكتاب المقدس
