م. رف,م. مجموعة,م. التصنيف,التصنيف,اسم الكتاب,الجزء,السلسلة,لقب المؤلف,اسم المؤلف,لقب المترجم,اسم المترجم,الناشر,سنة النشر,الطبعة,الرقم العام,الرقم الخاص,تصنيف الكتاب
109,1,4,أ,تاريخ البطاركة المنسوب لساويرس بن المقفع أسقف الأشمونين عن الباترولوجيا أورنيتاليس,ج1,,,,أسقف ورئيس دير السريان,الأنبا متاؤس,مكتبة دير السريان,2011,3,13084,280,تاريخ الكنيسة القبطية
109,1,5,أ,تاريخ البطاركة - من البابا كيرلس الاثالث 75 إلى البابا يوأنس السادس عشر 103,ج2,,,,الشماس,كامل صالح نخلة,مكتبة دير السريان,2011,3,13085,280,تاريخ الكنيسة القبطية
109,1,6,أ,تاريخ البطاركة - العصر الحديث 1718 - 1971م,ج3,,,,الشماس,كامل صالح نخلة,مكتبة دير السريان,2011,4,13086,280,تاريخ الكنيسة القبطية
109,1,7,أ,تاريخ الكنيسة القبطية,,,الشماس,منسى يوحنا,,,مكتبة المحبة,1979,2,7737,270,تاريخ الكنيسة القبطية
109,1,8,أ,تاريخ الكنيسة القبطية,,,القس,منسى يوحنا,,,مكتبة المحبة,1983,,6021,270,تاريخ الكنيسة القبطية
109,1,9,أ,قصة الكنيسة القبطية وهي تاريخ الكنيسة الأرثوذكسية المصرية التي أسسها مارمرقس البشير ج1,ج1,,,ايريس حبيب المصري,,,كنيسة مارجرجس باسبورتنج,1988,6,543,270,تاريخ الكنيسة القبطية
109,1,10,أ,قصة الكنيسة القبطية وهي تاريخ الكنيسة الأرثوذكسية المصرية التي أسسها مارمرقس البشير- الكتاب الثالث - من سنة 948 - 1518م,ج3,,,ايريس حبيب المصري,,,كنيسة مارجرجس باسبورتنج,1989,,2129,270,تاريخ الكنيسة القبطية
109,1,11,أ,قصة الكنيسة القبطية وهي تاريخ الكنيسة الأرثوذكسية المصرية التي أسسها مارمرقس البشير - الكتاب الرابع - من سنة 1517- 1870م,ج4,,,ايريس حبيب المصري,,,كنيسة مارجرجس باسبورتنج,1992,,2131,270,تاريخ الكنيسة القبطية
109,1,12,أ,قصة الكنيسة القبطية وهي تاريخ الكنيسة الأرثوذكسية المصرية التي أسسها مارمرقس البشير - الكتاب الخامس - من سنة 1870- 1927م,ج5,,,ايريس حبيب المصري,,,مكتبة المحبة,,,2132,270,تاريخ الكنيسة القبطية
109,1,13,أ,قصة الكنيسة القبطية وهي تاريخ الكنيسة الأرثوذكسية المصرية التي أسسها مارمرقس البشير - الكتاب السادس ب - من سنة 1928- 1952م,ج6,,,ايريس حبيب المصري,,,مكتبة المحبة,,,2134,270,تاريخ الكنيسة القبطية
109,1,14,أ,قصة الكنيسة القبطية وهي تاريخ الكنيسة الأرثوذكسية المصرية التي أسسها مارمرقس البشير - الكتاب السابع - فترة البهاء من سنة 1956- 1971م,ج7,,,ايريس حبيب المصري,,,مكتبة المحبة,,,2135,270,تاريخ الكنيسة القبطية
109,1,15,أ,قصة الكنيسة القبطية وهي تاريخ الكنيسة الأرثوذكسية المصرية التي أسسها مارمرقس البشير - الكتاب الثامن -وهذا العجب في تاريخنا,ج8,,,ايريس حبيب المصري,,,مكتبة المحبة,,,2133,270,تاريخ الكنيسة القبطية
109,1,16,أ,قصة الكنيسة القبطية وهي تاريخ الكنيسة الأرثوذكسية المصرية التي أسسها مارمرقس البشير - الكتاب التاسع - أولا - لحن تتجاوب اصداؤه - ثانيا- خدام أمناء في مجالات شتى,ج9,,,ايريس حبيب المصري,,,مكتبة المحبة,,,2136,270,تاريخ الكنيسة القبطية
109,1,17,أ,موسوعة تاريخ الأقباط ج1,ج1,,المحامي,زكي شنودة,,,,1968,2,4305,270,تاريخ الكنيسة القبطية
109,1,18,أ,موسوعة تاريخ الأقباط ج3,ج3,,المحامي,زكي شنودة,,,مطبعة التقدم,1966,1,4306,270,تاريخ الكنيسة القبطية
109,1,19,أ,موسوعة تاريخ الأقباط ج4,ج4,,المحامي,زكي شنودة,,,,1966,1,4307,270,تاريخ الكنيسة القبطية
109,1,20,أ,موسوعة تاريخ الأقباط ج5,ج5,,المحامي,زكي شنودة,,,,1966,1,4308,270,تاريخ الكنيسة القبطية
109,1,21,أ,موسوعة تاريخ الأقباط ج6,ج6,,المحامي,زكي شنودة,,,,1967,1,4309,270,تاريخ الكنيسة القبطية
109,1,22,أ,موسوعة تاريخ الأقباط ج7,ج7,,المحامي,زكي شنودة,,,,1970,1,12655,270,تاريخ الكنيسة القبطية
109,1,23,أ,موسوعة تاريخ الأقباط والمسيحية ج8,ج8,,المحامي,زكي شنودة,,,,1974,1,4311,270,تاريخ الكنيسة القبطية
109,1,24,أ,تاريخ الكنيسة المصرية - الجزءان في مجلد واحد,,الدراسات التاريخية المتعمقة,المكاتبة الإنجليزية,لويزا بوتشر,دياكون دكتور,ميخائيل مكسي إسكندر,مكتبة المحبة,2004,1,7222,261,تاريخ الكنيسة القبطية
109,1,25,أ,تاريخ الكنيسة القبطية الأرثوذكسية - الكنيسة التقليدية الأصلية,,الدراسات التاريخية المتعمقة,,ثيؤدور هول باتريك,دياكون دكتور,ميخائيل مكسي إسكندر,مكتبة المحبة,2005,,15833,270,تاريخ الكنيسة القبطية
109,1,26,أ,مقتطفات من تاريخ الكنيسة المصرية,,,,جمعية مارمينا للدراسات القبطية,,,جمعية مارمينا للدراسات القبطية بالإسكندرية,1995,,3723,260,تاريخ الكنيسة القبطية
109,1,27,أ,نظرة عامة على تاريخ المسيحية في مصر,,,الدكتور القس,مايكل باركر,,ماريانا كتكوت,دار الثقافة,2021,1,15834,270,تاريخ الكنيسة القبطية
109,1,28,أ,تاريخ المسيحية في مصر,1,المعارف القبطية المبسطة -تاريخ كنسي,دكتور,سليمان نسيم,,,لجنة التحرير والنشر بمطرانية بني سويف,1991,1,15835,270,تاريخ الكنيسة القبطية
109,1,29,أ,وطنية الكنيسة القبطية وتاريخها,,,الراهب القمص,أنطونيوس الأنطوني,,,,1995,,3098,270,تاريخ الكنيسة القبطية
109,1,30,أ,الفكر المصري في العصر المسيحي,,مهرجان القراءة للجميع 2000,دكتور,رأفت عبد الحميد,,,الهيئة المصرية العامة للكتاب,2000,,7560,300,تاريخ الكنيسة القبطية
109,1,31,أ,دور وعلاقات الكنيسة القبطية خلال العصر القبطي ج1- منذ نشأة الكنيسة القبطية حتى سنة 431م,ج1,دراسات تاريخية قبطية,دياكون دكتور,ملاك إبراهيم يوسف,,,المؤلف,2000,2,8367,261,تاريخ الكنيسة القبطية
109,1,32,أ,أقباط ومسلمون منذ الفتح العربي إلى عام 1922م,,,دكتور,جاك تاجر,,,الهيئة المصرية العامة للكتاب,2010,,15824,290,تاريخ الكنيسة القبطية
109,1,33,أ,ما أشبه الليلة بالبارحة,,اقرأ وافهم تاريخ كنيستنا,,حلمي القمص يعقوب,,,,,,12879,264,تاريخ الكنيسة القبطية
109,1,34,أ,علم اللاهوت التاريخي - تاريخ الكنيسة المصرية - يوحنا الملقب مرقس,,,القمص,يسطس فوزي,,,كلية البابا شنودة للعلوم اللاهوتية,2020,1,15825,270,تاريخ الكنيسة القبطية
109,1,35,أ,موجز الحياة الدينية من الفرعونية حتى المسيحية,,,المحامي,نصر نقولا جورجي,,,,1991,1,1378,232,تاريخ الكنيسة القبطية
109,1,36,أ,أمجاد العصر القبطي,,,,سعد قوسه سعد,,,,1971,,12785,282,تاريخ الكنيسة القبطية
109,1,37,أ,أقباط مصر بين الماضي والحاضر,,,القس,داود عزيز,,,,,,15826,282,تاريخ الكنيسة القبطية
109,1,38,أ,المقوقس من هو لغويا وتاريخيا - نصوص قبطية مع ترجمة عربية,,,,,دكتور,مينا سعد إبراهيم,المترجم,2021,1,15827,270,تاريخ الكنيسة القبطية
109,1,39,أ,عظمة الكنيسة القبطية,,,,ايريس حبيب المصري,,,,1986,,15828,270,تاريخ الكنيسة القبطية
109,1,40,أ,مصر في تاريخ خلاصنا,,,القمص,تادرس يعقوب ملطي,,,كنيسة الشهيد مارجرجس والقديس أنبا أنطونيوس - أوتاوا - كندا,1998,,6580,233,
109,1,41,أ,البهنسا - لمحة من تاريخ المسيحية بمصر في القرون الأولى - آثار البهنسا ومخطوطات كنائسها وأديرتها مع دراسة لمخطوطات تشستر بيتي,,,الدكتور القس,عبد المسيح استفانوس,,,المركز الثقافي القبطي الأرثوذكسي بالأنبا رويس باعباسية,2017,1,15829,270,تاريخ الكنيسة القبطية
109,1,42,أ,الأقباط والمكتبات في العصور الفرعونية وما بعدها حتى العصور الوسطى,1,دراسات في التاريخ المصري والكنسي,القس,شنودة ماهر اسحق,,,المركز الثقافي القبطي الأرثوذكسي بالأنبا رويس باعباسية,2012,,15830,270,تاريخ الكنيسة القبطية
109,1,43,أ,التاريخ المجموع على التحقيق والتصديق - في معرفة التواريخ الكلية من عهد آدم إلى سني الهجرة الإسلامية - 1905,,,,أفتيشيوس المكني بسعيد بن بطريق,,,مطبعة الآباء اليسوعيين في بيروت,,,15823,270,تاريخ الكنيسة القبطية
109,1,44,أ,تاريخ الكنيسة القبطية بعد مجمع خلقدونية,,,أسقف الغربية,الأنبا يوأنس,,,,,,15831,270,تاريخ الكنيسة القبطية
110,1,1,ب,الإيضاحات الجليلة في تاريخ حوادث المسألة القبطية,,,,بطرس وإبراهيم,,,المؤلفين,1893,1,15832,270,تاريخ الكنيسة القبطية
110,1,2,ب,الكنيسة المصرية,,,,ميشيل جرجس,,,,1958,,16276,270,تاريخ الكنيسة القبطية
110,1,3,ب,الأقباط في مصر في العصر العثماني,,,دكتور,محمد عفيفي,,,الهيئة المصرية العامة للكتاب,1992,,216,962,تاريخ الكنيسة القبطية
110,1,4,ب,تاريخ العالم القديم,,,,يوحنا النقيوسي,القمص,بيشوي عبد المسيح,,1996,,4603,270,تاريخ الكنيسة القبطية
110,1,5,ب,منتخبات تهذيبية من تاريخ الأمة القبطية,,,,لجنة التاريخ القبطي,,,نجيب متري,1920,2,16277,270,تاريخ الكنيسة القبطية
110,1,6,ب,خلاصة تاريخ المسيحية في مصر,,,,لجنة التاريخ القبطي,,,دار مجلة مرقس,1996,3,8140,238,تاريخ الكنيسة القبطية
110,1,7,ب,تاريخ الأقباط,1,الموسوعة التاريخية,القمص,أنجيلوس جرجس شنودة,,,مكتبة سانت ماري,2019,1,16298,276,تاريخ الكنيسة القبطية
110,1,8,ب,مصر أم الدنيا نقوش خالدة على جدران الزمن - مقالات نشرت في الأهرام,,الموسوعة التاريخية,القمص,أنجيلوس جرجس شنودة,,,,2022,1,16297,276,تاريخ الكنيسة القبطية
110,1,9,ب,كنيستي القبطية تاريخ - ايمان - آباء - القرن الأول,,الموسوعة التاريخية,القمص,أنجيلوس جرجس شنودة,,,مكتبة سانت ماري,2021,1,16296,276,تاريخ الكنيسة القبطية
110,1,10,ب,كنيستي القبطية تاريخ - ايمان - آباء - القرن الثاني,,الموسوعة التاريخية,القمص,أنجيلوس جرجس شنودة,,,مكتبة سانت ماري,2021,1,16295,276,تاريخ الكنيسة القبطية
110,1,11,ب,كنيستي القبطية تاريخ - ايمان - آباء - القرن الثالث,,الموسوعة التاريخية,القمص,أنجيلوس جرجس شنودة,,,مكتبة سانت ماري,2022,1,16294,276,تاريخ الكنيسة القبطية
110,1,12,ب,كنيستي القبطية تاريخ - ايمان - آباء - القرن الرابع,,الموسوعة التاريخية,القمص,أنجيلوس جرجس شنودة,,,مكتبة سانت ماري,2022,1,16293,276,تاريخ الكنيسة القبطية
110,1,13,ب,شوارع وآثار- الجزء الأول,1,,,نادية موسى,,,,2021,1,16292,276,تاريخ الكنيسة القبطية
110,1,14,ب,كرسي كرازة مارمرقس والتسلسل البطريركي,,,أسقف سمالوط,الأنبا بفنوتيوس,,,,,,16299,276,تاريخ الكنيسة القبطية
110,1,15,ب,مصر المباركة,,,دكتور,صبحي شنودة,,,مكتبة المنار,1999,,6566,252,تاريخ الكنيسة القبطية
110,1,16,ب,مصر في الكتاب المقدس,,,القمص,بيشوي عبد المسيح,,,دار القديس يوحنا الحبيب للنشر,1999,,15856,252,تاريخ الكنيسة القبطية
110,1,17,ب,مصر في فكر الآباء,,,القس,أثناسيوس اسحق,,,مكتبة أسقفية الشباب,1996,1,8228,252,تاريخ الكنيسة القبطية
110,1,1,ج,البركان يفور - مأخوذ عن كتاب قصة الكنيسة القبطية الجزء الثاني,1,سلسلة كتب تاريخية,الأستاذة,ايريس حبيب المصري,,,كنيسة مارجرجس باسبورتنج,,,3649,260,تاريخ الكنيسة القبطية
110,1,2,ج,الكنيسة القبطية,5,موسوعة المعرفة المسيحية - تاريخ كنيسة,الأب,موريس بيار مارتان اليسوعي,,,دار المشرق - بيروت,1992,1,2778,270,تاريخ الكنيسة القبطية
110,1,3,ج,ملامح الشخصية المسيحية في العصر المسيحي,,,,رأفت عبد الحميد,,,روزاليوسف,1974,,6862,276,تاريخ الكنيسة القبطية
110,2,1,أ,البابا بطرس الأول - خاتم الشهداء 203 - 311م,5,أقوال الآباء وكتاباتهم - علم الباترولوجي,القمص,تادرس يعقوب ملطي,,,كنيسة القديسين مرقس الرسول وبطرس خاتم الشهداء,1983,3,15836,262,بطاركة ومشاهير الأقباط
110,2,2,أ,باباوات الكنيسة المعلقة,,,الشماس الإكليريكي,وديع فرج الله زخاري,,,كنيسة العذراء والشهيدة دميانة المعلقة,1994,1,2142,262,بطاركة ومشاهير الأقباط
110,2,3,أ,بطاركة عظماء لكنيستنا القبطية الأرثوذكسية - ج1,ج1,,الشماس الإكليريكي,جميل فخري,,,معهد الدراسات القبطية,1993,1,15837,262,بطاركة ومشاهير الأقباط
110,2,4,أ,بطاركة عظماء لكنيستنا القبطية الأرثوذكسية - ج2,ج2,,الشماس الإكليريكي,جميل فخري,,,معهد الدراسات القبطية,1995,1,2140,262,بطاركة ومشاهير الأقباط
110,2,5,أ,القديس كيرلس عامود الدين,,,الشماس,جورج باقي,,,مطرانية الأقباط الأرثوذكس بأسوان,1983,1,12657,262,بطاركة ومشاهير الأقباط
110,2,6,أ,البابا كيرلس الرابع (أبو الإصلاح) ولغة وألحان الكنيسة,,,القمص,ثيؤدسيوس السرياني,,,معهد ديديموس لمرتلي الكنيسة,1985,,9047,235,بطاركة ومشاهير الأقباط
110,2,7,أ,البابا كيرلس الرابع أبو الإصلاح,,,الراهب القس,زخارياس الأنطوني,,,,1994,1,768,235,بطاركة ومشاهير الأقباط
110,2,8,أ,مجموعة الخطب التي قيلت في الذكرى السنوية الأولى لأبي الإصلاح - البابا كيرلس الرابع,,,,,,,,1961,,8059,235,بطاركة ومشاهير الأقباط
110,2,9,أ,إيريس حبيب المصري مؤرخة قصة الكنيسة القبطية,,,,دورا حبيب المصري,,,المؤلف,1996,1,12085,270,بطاركة ومشاهير الأقباط
110,2,10,أ,مشاهير الأقباط في القرن العشرين,ج4,,القمص,سمعان السرياني,,,,2001,,7264,235,بطاركة ومشاهير الأقباط
110,2,11,أ,مشاهير الأقباط من الأطباء والصيادلة,,,الأستاذ الدكتور,رسمي عبد الملك,,,المؤلف,2021,1,13132,258,بطاركة ومشاهير الأقباط
110,2,12,أ,قاموس التراجم القبطية (مشاهير الأقباط في القرن العشرين),,,,جمعية مارمينا للدراسات القبطية,,,جمعية مارمينا للدراسات القبطية بالإسكندرية,1995,1,4615,262,بطاركة ومشاهير الأقباط
110,2,1,ب,سلسلة تاريخ الباباوات بطاركة الكرسي السكندري - الحلقة االأولى - البابا كيرلس الثالث البطريرك 75 (1235 - 1242م),1,,الشماس,كامل صالح نخلة,,,دير السريان,1951,1,4806,262,بطاركة ومشاهير الأقباط
110,2,2,ب,سلسلة تاريخ الباباوات بطاركة الكرسي السكندري - الحلقة الثانية من البطريرك 76 - 86 (1250 - 1378م),2,,الشماس,كامل صالح نخلة,,,دير السريان,1952,1,4805,262,بطاركة ومشاهير الأقباط
110,2,3,ب,سلسلة تاريخ الباباوات بطاركة الكرسي السكندري - الحلقة االثالثة - البابا متاؤس الأول البطريرك 87 (1378 - 1408م),3,,الشماس,كامل صالح نخلة,,,دير السريان,1952,1,4804,262,بطاركة ومشاهير الأقباط
110,2,4,ب,تاريخ القديس مارمرقس البشير ,,,,كامل صالح نخلة,,,مكتبة المحبة,1989,,15840,262,بطاركة ومشاهير الأقباط
110,2,5,ب,الآباء بطاركة الكنيسة المرقسية الكبرى بالأزبكية,,,,أمير نصر,,,أبناء أنبا شنودة رئيس المتوحدين,1999,,6660,922,بطاركة ومشاهير الأقباط
110,2,6,ب,البابا ديسقوروس الإسكندري - حامي الإيمان 444 - 454م,,,مطران بغداد والبصرة للسريان الأرثوذكس,مارغريغوريوس بولس بهنام مطران بغداد,,,أسقفية الدراسات العليا اللاهوتية والثقافة القبطية والبحث العلمي,1976,2,730,253,بطاركة ومشاهير الأقباط
110,2,7,ب,البابا ديسقوروس الإسكندري - حامي الإيمان 444 - 454م,,,"مطران بغداد والبصرة للسريان الأرثوذكس
الدكتور","مارغريغوريوس بولس بهنام مطران بغداد
صموئيل قزمان معوض",,,دير سيدة البرموس,2018,4,15841,262,بطاركة ومشاهير الأقباط
110,2,8,ب,بطل الأرثوذكسية العظيم ديسقوروس,,,القمص,أرمانيوس حبشي,,,جمعية المحبة القبطية الأرثوذكسية,,,15842,262,بطاركة ومشاهير الأقباط
110,2,9,ب,البابا بطرس الأول - خاتم الشهداء - حصن الإيمان,,,,مجدي سلامة,,,كنيسة القديسين مرقس الرسول وبطرس خاتم الشهداء,1999,1,8605,235,بطاركة ومشاهير الأقباط
110,2,10,ب,نوابغ الأقباط ومشاهيرهم في القرن التاسع عشر ج2,ج2,,,توفيق اسكاروس,,,المؤلف,1913,,15843,262,بطاركة ومشاهير الأقباط
110,2,11,ب,تاريخ القديس البابا متاؤس الأول,,,أسقف ورئيس دير السريان,الأنبا متاؤس,,,دير السريان,1993,1,15844,262,بطاركة ومشاهير الأقباط
110,2,12,ب,سيرة الأنبا خرستوذولوس- الأنبا سلامة - مطران الحبشة التاسع والتسعون 1665 - 1672م,,,أسقف ورئيس دير السريان,الأنبا متاؤس,,,دير السريان,,,3851,235,بطاركة ومشاهير الأقباط
110,2,13,ب,ثلاثة في الإيمان (البابا بطرس الجاولي - البابا كيرلس الرابع - الأنبا صرابامون أبو طرحة),,,,مجدي سلامة,,,دير سيدة البرموس,,,6069,235,بطاركة ومشاهير الأقباط
110,2,14,ب,القديس البابا بطرس السابع الجاولي البطريرك 109,,,الأسقف العام,الأنبا رافائيل,,,كنائس وسط القاهرة,2002,,15845,262,بطاركة ومشاهير الأقباط
110,2,15,ب,البابا كيرلس الخامس البطريرك 112 (1824 - 1927م) - رجل البساطة - حافظ الإيمان,,,,مجدي سلامة,,,دار شيهيت للنشر,1994,,15846,262,بطاركة ومشاهير الأقباط
110,2,16,ب,سيرة الأرخن العظيم المعلم إبراهيم الجوهري  وشقيقه المعلم جرجس الجوهري,,,أسقف ورئيس دير السريان,الأنبا متاؤس,,,لجنة التحرير والنشر بمطرانية بني سويف,1997,,10012,235,بطاركة ومشاهير الأقباط
110,2,17,ب,سيرة الأرخن العظيم المعلم إبراهيم الجوهري  وشقيقه المعلم جرجس الجوهري,,,أسقف ورئيس دير السريان,الأنبا متاؤس,,,كنيسة الشهيد العظيم مارجرجس الثرية بمصر القديمة,,,15847,262,بطاركة ومشاهير الأقباط
110,2,1,ج,شخصيات قبطية صنعت التاريخ,,,المهندس الصحفي,جرجس حلمي عازر,,,مكتبة المحبة,1992,,5683,235,بطاركة ومشاهير الأقباط
110,2,2,ج,تاريخ حياة البابا بطرس الأول - البطريرك السابع عشر - خاتم الشهداء,,,,كامل صالح نخلة,,,مكتبة المحبة,1947,,15848,262,بطاركة ومشاهير الأقباط
110,2,3,ج,البطريرك القديس بطرس الأول - خاتم الشهداء البابا 17,,,,,,,كنيسة مارجرجس باسبورتنج,1976,3,2826,235,بطاركة ومشاهير الأقباط
110,2,4,ج,البطريرك القديس بطرس الأول - خاتم الشهداء البابا 17,,,,,,,كنيسة القديسين مرقس الرسول وبطرس خاتم الشهداء,1971,,8048,235,بطاركة ومشاهير الأقباط
110,2,5,ج,البابا بطرس خاتم الشهداء,,من سير القديسين,,ساجي سليمان عزيز,,,,1988,3,7008,235,بطاركة ومشاهير الأقباط
110,2,6,ج,القديس الكسندروس - البابا الـ 19 - أعماله ضد الأريوسية,,سلسلة آباء الكنيسة,,أنطون فهمي جورج,,,كنيسة القديسين مرقس الرسول وبطرس خاتم الشهداء,,,716,253,بطاركة ومشاهير الأقباط
110,2,7,ج,البابا أثناسيوس,,من سير القديسين,,ساجي سليمان عزيز,,,,,,15849,262,بطاركة ومشاهير الأقباط
110,2,8,ج,القديس كيرلس  الكبيرعامود الدين,,,القمص,بيشوي كامل,,,كنيسة مارجرجس باسبورتنج,,,12802,235,بطاركة ومشاهير الأقباط
110,2,9,ج,البابا ديسقوروس,,من سير القديسين,,ساجي سليمان عزيز,,,,,,717,235,بطاركة ومشاهير الأقباط
110,2,10,ج,الأنبا بنيامين الأول,36,سير القديسين,,ملاك لوقا,,,مكتبة المحبة,1992,,15850,262,بطاركة ومشاهير الأقباط
110,2,11,ج,سيرة البابا شنودة الأول الخامس والخمسين,,,الأستاذ,نبيه نصر رزق,,,كنيسة الشهيد العظيم مارجرجس بغيط العنب,,,7913,262,بطاركة ومشاهير الأقباط
110,2,12,ج,البطريرك القديس الأنبا اسحق الحادي والأربعون - عن المخطوطة القبطية رقم 62 بمكتبة الفاتيكان,30,سلسلة الدراسات القبطية,,يوسف حبيب,,,,1966,,4853,235,بطاركة ومشاهير الأقباط
110,2,13,ج,سيرة البابا غبريال بن تريك البطريرك السبعين,,,,كامل صالح نخلة,,,مكتبة المحبة,1947,,7904,262,بطاركة ومشاهير الأقباط
110,2,14,ج,القديس البابا غبريال - الشهير بابن تريك,,,,كامل صالح نخلة,,,مكتبة المحبة,1977,,15851,262,بطاركة ومشاهير الأقباط
110,3,1,أ,حياة قسطنطين العظيم,,,,يوسابيوس القيصري,القمص,مرقص داود,مكتبة المحبة,1975,,15853,262,مشاهير المسيحية
110,3,2,أ,آباء الكنيسة - القرون الثلاثة الأولى,,,الدكتور,أسد رستم,,,منشورات النور - بيروت,1983,,687,252,مشاهير المسيحية
110,3,1,ب,من أعلام المشرق,,,,حبيب سعيد,,,دار الشرق والغرب,,,15854,262,مشاهير المسيحية
110,3,1,ج,الأباء المؤرخون,,,,أنطون فهمي جورج,,,كنيسة القديسين مرقس الرسول وبطرس خاتم الشهداء,,,15855,262,مشاهير المسيحية
111,1,1,ب,في مواجهة العولمة - العصر القبطي تأصيل ومعاصرة,4,دراسات تاريخية قبطية,دياكون دكتور,ملاك إبراهيم يوسف,,,المؤلف,2000,1,7599,252,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,2,ب,مقالات في الهوية القبطية,,,,ماجد كامل,,,مكتبة كنيسة السيدة العذراء بالمعادي,2016,1,15857,252,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,3,ب,المسيحية والعروبة - مناقشة في المارونية السياسية والقومية العربية,,,,رياض نجيب الرئيس,,,رياض الريس للكتب والنشر,1991,2,2016,322,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,4,ب,الكنيسة في مواجهة الضغوط الهدامه - الكتاب الثالث والخمسون,,,القس,صموئيل مشرقي,,,الكنيسة المركزية لمجمع الله الخمسيني,1998,,6338,258,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,5,ب,الأقباط في وطن متغير,,,دكتور,غالي شكري,,,دار الشروق,1991,,4635,320,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,6,ب,الأقباط في وطن متغير,29,كتاب الأهالي,دكتور,غالي شكري,,,جريدة الأهالي - حزب التقدم,1990,,15858,320,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,7,ب,وثائق للتاريخ - الكنيسة وقضايا الوطن والدولة والشرق الأوسط ج3,9,المباحث المتصلة بالأسرة والشباب والمجتمع,أسقف عام الدراسات العليا,الأنبا اغريغوريوس,,,أسقفية الدراسات العليا اللاهوتية والثقافة القبطية والبحث العلمي,1979,,398,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,8,ب,وثائق للتاريخ - الكنيسة وقضايا الوطن والدولة والشرق الأوسط ج4,12,المباحث المتصلة بالأسرة والشباب والمجتمع,أسقف عام الدراسات العليا,الأنبا اغريغوريوس,,,أسقفية الدراسات العليا اللاهوتية والثقافة القبطية والبحث العلمي,1992,,3926,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,9,ب,ذكرياتي في نصف قرن,,,القمص,بولس باسيلي,,,المؤلف,1991,1,15860,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,10,ب,الوحدة الوطنية في الأدب المصري,,,دكتور,نبيل راغب,,,الهيئة المصرية العامة للكتاب,2001,,15861,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,11,ب,الوحدة الوطنية في ثورة 1919,,,,رمزي ميخائيل جيد,,,الهيئة المصرية العامة للكتاب,1980,,5089,320,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,12,ب,الوسائل العلمية للإصلاحات القبطية آمال يمكن تحقيقها في عشرة أعوام ,,,,حبيب جرجس,,,بيت مدارس الأحد القبطي,1993,2,7727,252,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,13,ب,نعم أقباط لكن مصريون,,,دكتور,ميلاد حنا,,,مكتبة مدبولي,1980,,3020,,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,14,ب,مصريات - ثوابت وأولويات,,,دكتور,أنطون يعقوب ميخائيل,,,,1995,,5487,323,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,15,ب,المسيحي وبعض قضايا العصر - أعمال المؤتمر السنوي الثاني للدراسات الآبائية,,,,,,,مؤسسة القديس أنطونيوس - المركز الأرثوذكسي للدراسات الآبائية,2004,,15862,320,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,16,ب,ماذا قال هؤلاء عن الأقباط - المشكلة والحل,,,القس,رافائيل ثروت,,,,2012,1,12351,267,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,1,أ,الاقباط الوطن الحضارة الإسلام - الاقلياط والحاجة,140,مجلة الفكر والفن المعاصر القاهرة,,,,,الهيئة المصرية العامة للكتاب,1994,,15863,320,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,2,أ,الأقباط - النشأة والصراع,,,,ملاك لوقا,,,مكتبة أنجيلوس,2001,,7835,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,3,أ,المسلمون والأقباط في اطار الجماعة الوطنية,,,,طارق البشري,,,دار الوحدة - بيروت,1982,1,8143,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,4,أ,المسيحية والإسلام في مصر - ودراسات أخرى,,,دكتور,وليم سليمان قلادة,,,سينا للنشر,1993,2,2412,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,5,أ,مصر مسلمين وأقباط,,,دكتور,رفعت السعيد,,,,1993,,8145,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,6,أ,المسيحيون واليهود في التاريخ اإسلامي والعربي والتركي,,,,"فيليب فارج
يوسف كرباج",,بشير السباعي,سينا للنشر,1994,1,2408,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,7,أ,الأقباط والقومية العربية,,,,طارق البشري,,,,,,15864,261,وطنية الكنيسة القبطية وعلاقتها بالآخرين
111,1,8,أ,الأقباط والقومية العربية - دراسة استطلاعية,,,,أبو سيف يوسف,,,مركز دراسات الوحدة العربية,1987,1,8341,320,وطنية الكنيسة القبطية وعلاقتها بالآخرين
